Keyword,Volume,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous average position,Current average position,Position change,Current locations,Locations change,Top location code,Top location,Top location's volume,Top location's traffic,Top location's traffic change
awk meaning,150,,0,,,,37.00,,1,1,IN,India,150,0,
bash elif,200,0,0,0,,48.00,48.00,0.00,1,,US,United States,200,0,0
kubernetes networkpolicy,20,0,,,,36.00,,,0,-1,IN,India,20,0,
bash if else if,150,0,0,0,,46.00,46.00,0.00,1,,US,United States,150,0,0
golang ineffective assignment to field,0,0,0,0,,24.00,24.00,0.00,1,,US,United States,0,0,0
terraform vs kubernetes,250,,0,,,,50.00,,1,1,US,United States,250,0,
actions/download-artifact,770,0,0,0,,6.90,7.44,0.54,9,-1,DE,Germany,770,0,0
docker registry,7000,0,0,0,,54.60,57.78,3.18,9,4,IL,Israel,7000,0,0
create a python virtual environment,10,0,0,0,,31.00,31.00,0.00,1,,AU,Australia,10,0,0
podman container file,20,0,,,,39.00,,,0,-1,US,United States,20,0,
connect to docker postgres,10,0,0,0,,35.00,35.00,0.00,1,,US,United States,10,0,0
upload-artifact,250,0,0,0,,6.00,5.67,-0.33,3,1,GB,United Kingdom,250,0,0
kubernetes persistent volume,250,,0,,,,49.00,,1,1,US,United States,250,0,
django admin panel,150,,0,,,,48.00,,1,1,IN,India,150,0,
buildkit inline cache,10,0,0,0,,35.00,35.00,0.00,1,,US,United States,10,0,0
abstractclassmethod,0,0,0,0,,31.00,31.00,0.00,1,,US,United States,0,0,0
k8s namespace,40,0,,,,41.00,,,0,-1,RU,Russian Federation,40,0,
create configmap from file,40,0,0,0,,42.00,42.00,0.00,1,,US,United States,40,0,0
workspace cargo works,0,0,,,,30.00,,,0,-1,BR,Brazil,0,0,
difference between class and object in python,250,0,0,0,,60.00,51.00,-9.00,1,,IN,India,250,0,0
linux terminal commands,1250,0,0,0,,45.00,54.00,9.00,2,1,US,United States,1250,0,0
docker build image from dockerfile,100,0,0,0,,47.00,47.00,0.00,1,,US,United States,100,0,0
cosine similarity calculator,200,,0,,,,51.00,,1,1,US,United States,200,0,
terraform github actions,100,,0,,,,48.00,,1,1,US,United States,100,0,
conda create new environment,1050,,0,,,,43.50,,2,2,IN,India,1050,0,
shell fish,250,0,,,,48.00,,,0,-1,JP,Japan,250,0,
lxc containers,250,0,0,0,,52.00,52.00,0.00,1,,US,United States,250,0,0
pyinstaller anaconda,10,0,0,0,,35.00,35.00,0.00,1,,US,United States,10,0,0
types of errors in python with examples,150,,0,,,,49.00,,1,1,IN,India,150,0,
argparse vs click,40,0,0,0,,44.00,44.00,0.00,1,,US,United States,40,0,0
aws iam best practices,250,0,0,0,,48.00,52.00,4.00,1,,US,United States,250,0,0
git lfs config,30,0,0,0,,43.00,43.00,0.00,1,,US,United States,30,0,0
esrthly,100,0,0,0,,4.00,5.00,1.00,1,,US,United States,100,0,0
how to acr,20,0,,,,42.00,,,0,-1,US,United States,20,0,
python with statement,600,0,0,0,,16.00,20.00,4.00,1,,US,United States,600,0,0
blue green deployment,7490,0,0,0,,79.00,70.75,-8.25,4,3,IE,Ireland,7490,0,0
bash if,4300,0,0,0,,43.67,49.56,5.89,9,,BG,Bulgaria,4300,0,0
limavm,0,0,0,0,,4.00,4.00,0.00,1,,US,United States,0,0,0
canary deployment,6650,0,0,0,,68.00,67.50,-0.50,8,4,CA,Canada,6650,0,0
terraform apply auto approve,150,0,0,0,,52.00,51.00,-1.00,1,,US,United States,150,0,0
ecs task terraform,10,,0,,,,35.00,,1,1,US,United States,10,0,
registry docker,150,0,,,,50.00,,,0,-1,FR,France,150,0,
build docker image from dockerfile,150,0,0,0,,38.00,51.00,13.00,1,,US,United States,150,0,0
types of errors in python,500,0,,,,57.00,,,0,-1,IN,India,500,0,
kubernetes services,350,0,0,0,,51.50,55.00,3.50,1,-1,US,United States,350,0,0
microk8s vs k3s,200,0,0,0,,53.00,53.00,0.00,1,,US,United States,200,0,0
linux sleep command,250,0,0,0,,15.00,14.00,-1.00,1,,US,United States,250,0,0
if not in bash,20,0,0,0,,42.00,42.00,0.00,1,,US,United States,20,0,0
green blue deployment,250,0,0,0,,54.00,54.00,0.00,1,,US,United States,250,0,0
kubernetes namespace,650,0,0,0,,35.00,57.50,22.50,2,-1,SE,Sweden,650,0,0
how to create a conda environment,200,0,0,0,,46.00,54.00,8.00,1,,US,United States,200,0,0
what are objects in python,10,0,,,,39.00,,,0,-1,CA,Canada,10,0,
eval meaning,10,0,,,,42.00,,,0,-1,AU,Australia,10,0,
earthfiles,360,0,0,0,,7.12,6.56,-0.57,9,1,US,United States,360,0,0
buildkit,1550,0,0,0,,10.44,13.67,3.22,6,-3,IL,Israel,1550,0,0
git config lfs,10,0,0,0,,40.00,40.00,0.00,1,,US,United States,10,0,0
view syslog ubuntu,10,0,,,,39.00,,,0,-1,US,United States,10,0,
syslog server,250,,0,,,,54.00,,1,1,GB,United Kingdom,250,0,
else if bash,100,0,0,0,,46.00,52.00,6.00,1,,US,United States,100,0,0
how to set up python virtual environment,10,0,,,,42.00,,,0,-1,US,United States,10,0,
python run subprocess in background,10,,0,,,,39.00,,1,1,US,United States,10,0,
earthlt,40,0,0,0,,5.00,5.00,0.00,1,,US,United States,40,0,0
what is miniconda,200,0,0,0,,22.00,54.00,32.00,1,,US,United States,200,0,0
python with keyword,150,,0,,,,27.00,,1,1,US,United States,150,0,
grep replace,40,0,0,0,,49.00,49.00,0.00,1,,US,United States,40,0,0
actions/upload-artifact,1360,0,0,0,,6.12,6.64,0.52,11,-6,DE,Germany,1360,0,0
mysql docker compose,20,0,,,,44.00,,,0,-1,SG,Singapore,20,0,
terraform auto approve,100,0,0,0,,53.00,53.00,0.00,1,,US,United States,100,0,0
shell string concatenation,10,0,0,0,,41.00,41.00,0.00,1,,US,United States,10,0,0
go-chi,100,0,0,0,,6.64,7.70,1.06,10,-1,NL,Netherlands,100,0,0
install portainer debian,30,0,,,,47.00,,,0,-1,FR,France,30,0,
python yaml 読み込み,200,,0,,,,55.00,,1,1,JP,Japan,200,0,
docker versus kubernetes,200,0,0,0,,41.00,56.00,15.00,1,,US,United States,200,0,0
system d,150,0,0,0,,45.00,51.00,6.00,1,,IN,India,150,0,0
mitmproxy,5180,0,0,0,,9.45,11.92,2.46,12,-10,CA,Canada,5180,0,0
github environment variables,200,0,0,0,,26.00,56.00,30.00,1,,US,United States,200,0,0
hostnetwork: true,20,0,0,0,,44.00,44.00,0.00,1,,US,United States,20,0,0
staff software engineer,1400,,0,,,,64.00,,2,2,IN,India,1400,0,
earthlu,30,0,0,0,,4.00,5.00,1.00,1,,US,United States,30,0,0
apache airflow use cases,200,,0,,,,57.00,,1,1,US,United States,200,0,
pants reference,10,0,,,,44.00,,,0,-1,CA,Canada,10,0,
container volume,20,0,0,0,,44.00,44.00,0.00,1,,FR,France,20,0,0
earrhly,20,0,0,0,,5.00,5.00,0.00,1,,US,United States,20,0,0
earlthly,20,0,0,0,,5.00,5.00,0.00,1,,US,United States,20,0,0
docker build specify dockerfile,200,0,0,0,,47.00,58.00,11.00,1,,US,United States,200,0,0
sbom generation,300,0,,,,60.00,,,0,-1,US,United States,300,0,
blue green deployments,300,0,0,0,,59.00,58.00,-1.00,1,,US,United States,300,0,0
kubernetes operators,350,0,0,0,,52.00,61.00,9.00,1,,US,United States,350,0,0
jq cheat sheet,200,0,0,0,,48.00,58.00,10.00,1,,US,United States,200,0,0
awk in linux,200,,0,,,,58.00,,1,1,IN,India,200,0,
docker container registry,200,0,0,0,,55.00,59.00,4.00,1,,US,United States,200,0,0
use jq to parse json,10,0,,,,44.00,,,0,-1,US,United States,10,0,
lima-vm,10,0,0,0,,4.00,5.00,1.00,1,,US,United States,10,0,0
linux install cmake,0,0,,,,43.00,,,0,-1,US,United States,0,0,
awk print command,0,0,,,,39.00,,,0,-1,IN,India,0,0,
chown in linux,10,0,,,,49.00,,,0,-1,US,United States,10,0,
frameworks for python,40,0,,,,54.00,,,0,-1,US,United States,40,0,
rbac in kubernetes,250,0,0,0,,63.00,63.00,0.00,1,,IN,India,250,0,0
chown command ubuntu,0,0,,,,43.00,,,0,-1,IN,India,0,0,
terminal codes,300,0,,,,63.00,,,0,-1,US,United States,300,0,
download-artifact@v3,10,0,0,0,,3.00,5.00,2.00,1,,US,United States,10,0,0
canary deployment meaning,350,0,0,0,,39.00,64.50,25.50,2,1,IN,India,350,0,0
awk command in unix,1400,0,0,0,,67.00,72.00,5.00,1,,IN,India,1400,0,0
chown,3000,0,0,0,,57.60,61.80,4.20,5,,TW,Taiwan,3000,0,0
docker registry image,200,,0,,,,62.00,,1,1,US,United States,200,0,
kubernetes rbac,250,,0,,,,63.00,,1,1,US,United States,250,0,
what is canary deployment,600,0,0,0,,65.00,69.50,4.50,2,1,US,United States,600,0,0
blue green deployment strategy,400,,0,,,,66.00,,1,1,US,United States,400,0,
actions/upload-artifact@v3,450,0,0,0,,6.75,7.00,0.25,12,,DE,Germany,450,0,0
dependency management,300,0,0,0,,72.00,64.00,-8.00,1,,US,United States,300,0,0
ripgrep recursive,30,0,0,0,,55.00,55.00,0.00,1,,US,United States,30,0,0
docker compose mysql,10,0,,,,50.00,,,0,-1,SG,Singapore,10,0,
kubernetes network policy,350,0,0,0,,41.00,66.00,25.00,1,,US,United States,350,0,0
sed replace recursive,0,,0,,,,40.00,,1,1,US,United States,0,0,
check if directory exists bash,30,0,,,,54.00,,,0,-1,CA,Canada,30,0,
k0s vs k3s,150,0,0,0,,63.00,63.00,0.00,1,,US,United States,150,0,0
commands for linux ubuntu,0,0,,,,46.00,,,0,-1,IN,India,0,0,
go json,150,0,0,0,,64.00,64.00,0.00,1,,US,United States,150,0,0
kubernetes monitoring prometheus,60,,0,,,,59.00,,1,1,US,United States,60,0,
what is kubernetes vs docker,250,0,,,,67.00,,,0,-1,US,United States,250,0,
docker build command,1950,,0,,,,64.00,,2,2,CA,Canada,1950,0,
logging.config.dictconfig,0,0,0,0,,5.00,5.00,0.00,1,,US,United States,0,0,0
change ownership of directory in linux,0,0,0,0,,43.00,43.00,0.00,1,,IN,India,0,0,0
mongodb python tutorial,0,0,,,,47.00,,,0,-1,DE,Germany,0,0,
improve developer experience,20,,0,,,,57.00,,1,1,US,United States,20,0,
subprocess,1000,0,0,0,,13.00,18.33,5.33,3,-2,IL,Israel,1000,0,0
power10k,140,0,0,0,,8.78,8.29,-0.49,7,-2,US,United States,140,0,0
popd,500,0,0,0,,9.33,9.33,0.00,6,,IN,India,500,0,0
if bash,10,0,,,,51.00,,,0,-1,UY,Uruguay,10,0,
unit testing vs integration testing,450,0,,,,70.00,,,0,-1,US,United States,450,0,
python абстрактный класс,30,0,,,,59.00,,,0,-1,RU,Russian Federation,30,0,
incident response metrics,250,0,0,0,,57.00,69.00,12.00,1,,US,United States,250,0,0
monorepo architecture,400,0,0,0,,67.00,72.00,5.00,1,,IN,India,400,0,0
ripgrep,7290,0,0,0,,13.67,22.64,8.97,11,2,NO,Norway,7290,0,0
blue green deployment model,100,,0,,,,66.00,,1,1,US,United States,100,0,
cli tools,300,0,,,,68.00,,,0,-1,US,United States,300,0,
containerd cli,10,0,,,,55.00,,,0,-1,CA,Canada,10,0,
mysql docker-compose,10,0,0,0,,55.00,55.00,0.00,1,,SG,Singapore,10,0,0
platformcon,30,0,0,0,,6.00,6.00,0.00,1,,CA,Canada,30,0,0
backstage vs port,30,0,0,0,,62.00,62.00,0.00,1,,US,United States,30,0,0
framework in python,500,0,0,0,,99.00,74.00,-25.00,1,,IN,India,500,0,0
framework python,350,,0,,,,73.00,,1,1,BR,Brazil,350,0,
kubernetes deployment strategies,200,0,0,0,,68.00,71.00,3.00,1,,IN,India,200,0,0
install k9s ubuntu,0,0,0,0,,53.00,53.00,0.00,1,,US,United States,0,0,0
apple container,200,,0,,,,69.00,,1,1,US,United States,200,0,
canary deployments,300,0,0,0,,58.00,74.00,16.00,1,,US,United States,300,0,0
nvidia-container-runtime,20,0,0,0,,4.00,6.00,2.00,1,,US,United States,20,0,0
kubernetes network,200,,0,,,,72.00,,1,1,US,United States,200,0,
hatch packages,200,0,0,0,,72.00,72.00,0.00,1,,LK,Sri Lanka,200,0,0
python subprocess popen,250,0,0,0,,22.00,16.00,-6.00,1,,US,United States,250,0,0
what is blue green deployment,500,,0,,,,77.00,,1,1,US,United States,500,0,
bin/bash,150,0,0,0,,10.67,10.12,-0.54,8,2,AR,Argentina,150,0,0
argocd vs spinnaker,80,,0,,,,71.00,,1,1,US,United States,80,0,
kubernetes cluster monitoring,150,0,,,,73.00,,,0,-1,US,United States,150,0,
blue-green deployment,700,0,0,0,,68.00,79.00,11.00,1,,US,United States,700,0,0
unit tests vs integration tests,200,0,0,0,,76.00,76.00,0.00,1,,US,United States,200,0,0
blue/green deployment,400,0,0,0,,59.00,78.00,19.00,1,,US,United States,400,0,0
rules_ts,10,0,0,0,,6.00,6.00,0.00,1,,US,United States,10,0,0
python framework,1300,0,0,0,,62.50,87.33,24.83,3,1,US,United States,1300,0,0
forward type,1200,0,,,,85.00,,,0,-1,US,United States,1200,0,
earthly.com,100,,0,,,,7.00,,1,1,US,United States,100,0,
actions/download-artifact@v2,10,0,0,0,,6.00,6.00,0.00,1,,US,United States,10,0,0
subprocess.completedprocess,10,0,0,0,,6.00,6.00,0.00,1,,US,United States,10,0,0
how to use cmake,250,1,0,-1,,15.00,29.00,14.00,1,-1,GB,United Kingdom,250,0,-1
framework of python,200,0,,,,77.00,,,0,-1,IN,India,200,0,
crio vs containerd,30,0,0,0,,69.00,69.00,0.00,1,,US,United States,30,0,0
pushd %~dp0,0,0,0,0,,54.00,54.00,0.00,1,,US,United States,0,0,0
chown command in linux,1500,,0,,,,69.50,,2,2,US,United States,1500,0,
subprocess.run,340,0,0,0,,9.80,10.20,0.40,5,,DE,Germany,340,0,0
bash functions,400,,0,,,,30.00,,1,1,US,United States,400,0,
/bin/bash,60,0,0,0,,8.17,8.40,0.23,5,-1,GB,United Kingdom,60,0,0
sccache,310,0,0,0,,7.00,9.67,2.67,3,,DE,Germany,310,0,0
dockerfile target,20,0,0,0,,71.00,71.00,0.00,1,,US,United States,20,0,0
class and object in python,2300,0,0,0,,36.00,39.00,3.00,1,,IN,India,2300,0,0
with statement python,200,0,0,0,,38.00,30.00,-8.00,1,,US,United States,200,0,0
portainer,49250,0,0,0,,25.54,24.60,-0.94,40,16,TH,Thailand,49250,0,0
ci/cd pipeline security best practices,100,,0,,,,81.00,,1,1,US,United States,100,0,
what is mtta,100,,0,,,,82.00,,1,1,US,United States,100,0,
argparse example,200,1,0,-1,,13.00,20.00,7.00,1,-1,IT,Italy,200,0,-1
what is framework in python,200,,0,,,,82.00,,1,1,IN,India,200,0,
psycopg2.connect,60,0,0,0,,9.00,7.50,-1.50,2,,US,United States,60,0,0
property based testing,150,0,0,0,,62.00,83.00,21.00,1,,US,United States,150,0,0
logging python,550,0,0,0,,24.00,20.50,-3.50,2,-1,IN,India,550,0,0
setup.py 사용법,10,0,0,0,,70.00,70.00,0.00,1,,KR,South Korea,10,0,0
dockerslim,10,0,0,0,,6.00,7.00,1.00,1,,US,United States,10,0,0
difference between kubernetes and docker,150,,0,,,,86.00,,1,1,US,United States,150,0,
what is blue/green deployment,70,0,,,,82.00,,,0,-1,US,United States,70,0,
upload-artifact@v3,10,0,0,0,,8.00,7.00,-1.00,1,,US,United States,10,0,0
syslog format,150,0,0,0,,88.00,88.00,0.00,1,,US,United States,150,0,0
actions/upload-artifact@v2,40,0,0,0,,8.86,8.40,-0.46,5,-2,IN,India,40,0,0
framework for python,200,0,0,0,,81.00,86.00,5.00,1,,IN,India,200,0,0
pyyaml,3850,0,0,0,,19.33,24.50,5.17,6,3,DE,Germany,3850,0,0
bash declare variable,80,,0,,,,11.00,,1,1,US,United States,80,0,
cloudbuild,0,0,0,0,,7.00,7.00,0.00,1,,CA,Canada,0,0,0
chroot,200,,0,,,,23.00,,1,1,GB,United Kingdom,200,0,
python object,1300,0,0,0,,40.00,43.00,3.00,1,,US,United States,1300,0,0
go/workspace,60,0,0,0,,7.00,8.00,1.00,1,,US,United States,60,0,0
configmap,460,0,0,0,,21.00,19.00,-2.00,3,1,US,United States,460,0,0
cargo-chef,50,0,0,0,,6.00,8.00,2.00,1,,US,United States,50,0,0
python3 virtualenv,250,,0,,,,35.00,,1,1,US,United States,250,0,
what is a yaml file,700,,0,,,,99.00,,1,1,US,United States,700,0,
cdktf,1130,0,0,0,,10.67,13.88,3.21,8,-4,US,United States,1130,0,0
kubernetes container security,300,0,,,,98.00,,,0,-1,US,United States,300,0,
pnpx,30,0,0,0,,7.00,8.00,1.00,1,-1,IN,India,30,0,0
autoconf,40,,0,,,,8.00,,1,1,US,United States,40,0,
jq,24180,0,0,0,,21.67,23.33,1.67,27,3,RU,Russian Federation,24180,0,0
kubeval,20,0,0,0,,9.17,9.14,-0.02,7,1,US,United States,20,0,0
docker build --target,10,0,,,,84.00,,,0,-1,GB,United Kingdom,10,0,
protoc-gen-grpc-gateway,20,0,0,0,,8.00,8.00,0.00,1,,US,United States,20,0,0
go-sqlite3,30,0,0,0,,9.00,9.00,0.00,2,,DE,Germany,30,0,0
psycopg2,5200,0,0,0,,18.38,16.24,-2.15,17,4,SG,Singapore,5200,0,0
kubebench,50,0,0,0,,9.00,9.50,0.50,2,1,NL,Netherlands,50,0,0
--runtime=nvidia,10,0,0,0,,7.00,8.00,1.00,1,,US,United States,10,0,0
awk printf,40,,0,,,,10.00,,1,1,US,United States,40,0,
canary release meaning,100,0,0,0,,100.00,100.00,0.00,1,,US,United States,100,0,0
awk linux,150,0,0,0,,38.00,27.00,-11.00,1,,US,United States,150,0,0
kube-bench,190,0,,,,10.33,,,0,-3,US,United States,190,0,
amazon-ecr-credential-helper,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
classes and objects in python,1000,0,0,0,,41.00,36.00,-5.00,1,,IN,India,1000,0,0
pymongo,2510,0,0,0,,13.33,11.33,-2.00,9,3,PT,Portugal,2510,0,0
actions/cache@v3,80,0,0,0,,10.00,9.50,-0.50,4,2,GB,United Kingdom,80,0,0
dockerfile-rails,0,0,,,,8.00,,,0,-1,US,United States,0,0,
github_head_ref,40,0,0,0,,9.00,9.00,0.00,1,,US,United States,40,0,0
yaml.load,60,0,0,0,,9.67,9.33,-0.33,3,,GB,United Kingdom,60,0,0
kubeadm,1830,0,0,0,,11.83,18.40,6.57,5,-1,SG,Singapore,1830,0,0
define:monorepo,10,0,0,0,,98.00,98.00,0.00,1,,US,United States,10,0,0
yaml.safe_dump,20,0,0,0,,7.00,9.00,2.00,1,,US,United States,20,0,0
cmake download,320,0,0,0,,10.33,11.50,1.17,4,1,PL,Poland,320,0,0
actions/upload-artifact@v4,350,0,0,0,,11.00,11.00,0.00,1,,US,United States,350,0,0
logging.config,20,,0,,,,9.00,,1,1,US,United States,20,0,
intercal,700,0,0,0,,11.00,11.25,0.25,4,1,US,United States,700,0,0
yaml.safeload,20,0,0,0,,10.00,10.00,0.00,1,,US,United States,20,0,0
safe_load,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
dawidd6/action-download-artifact@v2,10,0,,,,9.00,,,0,-1,US,United States,10,0,
#bin/bash,0,0,0,0,,6.00,9.67,3.67,3,2,GB,United Kingdom,0,0,0
setup.py,70,0,0,0,,11.00,11.00,0.00,1,,US,United States,70,0,0
psycog2,0,0,0,0,,9.00,9.00,0.00,1,,US,United States,0,0,0
turborepo,9100,0,0,0,,14.73,19.36,4.64,11,,DK,Denmark,9100,0,0
tool.poetry.dependencies,30,0,0,0,,5.00,10.00,5.00,1,,US,United States,30,0,0
bash while loop,2200,,0,,,,21.50,,2,2,GB,United Kingdom,2200,0,
linux chown,400,0,0,0,,43.00,34.00,-9.00,1,,US,United States,400,0,0
cimg/python,20,0,,,,10.00,,,0,-1,US,United States,20,0,
actions/upload-pages-artifact@v1,20,0,0,0,,10.00,10.00,0.00,1,,US,United States,20,0,0
docker store,20,0,,,,8.00,,,0,-1,DE,Germany,20,0,
python error handling,500,,0,,,,28.00,,1,1,US,United States,500,0,
docker-slim,10,0,,,,11.00,,,0,-1,IN,India,10,0,
logging in python,900,1,0,-1,,21.00,40.00,19.00,1,,US,United States,900,0,-1
make_dataclass,10,0,0,0,,9.00,10.00,1.00,1,,US,United States,10,0,0
awk print,400,0,0,0,,31.00,31.00,0.00,1,,US,United States,400,0,0
spdx-sbom-generator,10,0,,,,10.00,,,0,-1,US,United States,10,0,
grpc.dial,10,0,,,,10.00,,,0,-1,US,United States,10,0,
psychopg2,0,0,,,,10.00,,,0,-1,US,United States,0,0,
while loop bash,250,,0,,,,18.00,,1,1,US,United States,250,0,
install virtualenv,150,3,0,-3,,8.00,40.00,32.00,1,,IN,India,150,0,-3
pyscopg2,0,0,0,0,,10.00,10.00,0.00,1,,US,United States,0,0,0
subprocess popen,400,0,0,0,,24.00,24.00,0.00,1,,US,United States,400,0,0
buf.gen.yaml,30,0,0,0,,11.00,11.00,0.00,1,,US,United States,30,0,0
linux uniq,150,0,0,0,,14.50,18.00,3.50,1,-1,AU,Australia,150,0,0
setuptools.setup,0,0,,,,11.00,,,0,-1,US,United States,0,0,
#!/bin/bash,40,0,0,0,,12.67,14.00,1.33,2,-1,CO,Colombia,40,0,0
[jq,10,,0,,,,11.00,,1,1,RU,Russian Federation,10,0,
combine two lists python,350,0,0,0,,13.00,14.00,1.00,1,,US,United States,350,0,0
",jq",10,,0,,,,11.00,,1,1,RU,Russian Federation,10,0,
k9s,20850,0,0,0,,34.70,26.70,-8.00,20,10,IL,Israel,20850,0,0
subprocess.popen,450,0,0,0,,26.00,27.00,1.00,1,,US,United States,450,0,0
syslog levels,300,0,,,,26.00,,,0,-1,US,United States,300,0,
autotools,500,0,0,0,,12.00,15.00,3.00,2,-2,GB,United Kingdom,500,0,0
!#/bin/bash,0,0,0,0,,3.00,12.00,9.00,1,,ES,Spain,0,0,0
errors.is,0,0,0,0,,11.00,11.00,0.00,1,,US,United States,0,0,0
if else bash,400,0,0,0,,34.00,38.00,4.00,1,,US,United States,400,0,0
python merge two lists,150,0,0,0,,13.00,17.00,4.00,1,,US,United States,150,0,0
python popen,400,,0,,,,29.00,,1,1,US,United States,400,0,
bash set variable,400,0,,,,18.00,,,0,-1,US,United States,400,0,
buildctl,0,0,0,0,,12.00,12.00,0.00,1,,US,United States,0,0,0
python postgresql,150,0,0,0,,43.00,43.00,0.00,1,,US,United States,150,0,0
python merge lists,200,0,0,0,,14.00,14.00,0.00,1,,US,United States,200,0,0
actions/download-artifact@v4,200,0,0,0,,12.00,15.00,3.00,1,,US,United States,200,0,0
add-apt-repository,200,,0,,,,54.00,,1,1,US,United States,200,0,
combine lists python,200,0,0,0,,13.00,15.00,2.00,1,,US,United States,200,0,0
python argparse example,400,0,,,,36.00,,,0,-1,US,United States,400,0,
jruby,200,0,0,0,,16.00,14.00,-2.00,1,,US,United States,200,0,0
linux awk,250,0,0,0,,34.00,33.00,-1.00,1,,US,United States,250,0,0
gcc flags,450,,0,,,,35.00,,1,1,US,United States,450,0,
python combine lists,300,0,0,0,,12.00,13.00,1.00,1,,US,United States,300,0,0
subprocess.call(),0,0,0,0,,15.00,15.00,0.00,1,,US,United States,0,0,0
import csv python,250,1,0,-1,,13.25,20.00,6.75,1,-3,NL,Netherlands,250,0,-1
how to create a file in python,200,0,0,0,,33.00,33.00,0.00,1,,IN,India,200,0,0
merge two lists python,150,0,0,0,,13.00,19.00,6.00,1,,NL,Netherlands,150,0,0
kubernetes configmap,400,1,0,-1,,17.00,20.00,3.00,1,-4,PT,Portugal,400,0,-1
bash or,150,0,0,0,,34.00,35.00,1.00,1,,US,United States,150,0,0
python csv reader,1500,0,0,0,,16.50,25.00,8.50,1,-1,ID,Indonesia,1500,0,0
fluxcd,750,0,0,0,,23.00,19.00,-4.00,2,,IN,India,750,0,0
ghcr,2100,0,0,0,,26.50,34.67,8.17,3,1,IN,India,2100,0,0
timsort,1000,0,0,0,,53.00,34.00,-19.00,1,,US,United States,1000,0,0
popen python,150,0,0,0,,29.00,34.00,5.00,1,,US,United States,150,0,0
buildx,300,,0,,,,19.00,,1,1,IN,India,300,0,
chown command,1550,0,0,0,,50.00,53.00,3.00,2,1,IN,India,1550,0,0
bash if then,200,,0,,,,32.00,,1,1,US,United States,200,0,
python error types,500,,0,,,,31.00,,1,1,US,United States,500,0,
automake,80,,0,,,,21.00,,1,1,US,United States,80,0,
p10k,500,,0,,,,21.00,,1,1,US,United States,500,0,
logging.basicconfig,200,0,0,0,,23.00,22.00,-1.00,1,,US,United States,200,0,0
subprocess.check_output,150,0,0,0,,5.00,22.00,17.00,1,,US,United States,150,0,0
chown linux,450,,0,,,,68.00,,2,2,FR,France,450,0,
bash if then else,250,0,0,0,,29.00,29.00,0.00,1,,US,United States,250,0,0
docker python,700,,0,,,,38.00,,1,1,US,United States,700,0,
containerd,6650,0,0,0,,35.25,31.40,-3.85,5,1,RU,Russian Federation,6650,0,0
cosine similarity,3600,,0,,,,54.00,,1,1,IN,India,3600,0,
cri-o,610,0,0,0,,19.00,12.50,-6.50,2,1,US,United States,610,0,0
docker vm,250,,0,,,,39.00,,1,1,US,United States,250,0,
pytest.fixture,150,0,0,0,,24.00,24.00,0.00,1,,US,United States,150,0,0
python csv module,350,0,,,,35.00,,,0,-1,US,United States,350,0,
python logging levels,800,2,0,-2,,16.50,24.00,7.50,1,-1,CA,Canada,800,0,-2
ghcr.io,750,0,0,0,,27.00,39.00,12.00,2,,US,United States,750,0,0
bash boolean,150,0,0,0,,30.00,24.00,-6.00,1,,US,United States,150,0,0
